category_tidy,county_l1,town_tidy,"Approach Roads, Streets & Lanes",Community – Your Planning and Involvement,Green Spaces and Landscaping,Nature and Biodiversity in your Locality,Residential Streets & Housing Areas,Streetscape & Public Places,Sustainability – Doing more with less,Tidiness and Litter Control,category_dummy_Large Urban Centre,category_dummy_Small Town,category_dummy_Village,2019.0,pred_linreg,pred_lasso,pred_ridge,pred_elasticnet,pred_treereg,pred_randforest,pred_bagging,pred_adaboost,pred_gradboost,pred_gradboost_dft
Village,Monaghan,Glaslough,0.76,0.8166666666666667,0.96,0.64,0.74,0.92,0.42,0.7444444444444445,0,0,1,0.7361702127659574,0.73,0.73,0.73,0.63,0.73,0.73,0.73,0.7,0.73,0.73
Small Town,Louth,Blackrock,0.66,0.9166666666666666,0.94,0.82,0.66,0.78,0.42,0.7222222222222222,0,1,0,0.7340425531914894,0.72,0.72,0.72,0.63,0.72,0.72,0.72,0.71,0.73,0.73
Large Town,Mayo,Westport,0.84,0.85,0.92,0.74,0.64,0.92,0.44,0.6666666666666666,0,0,0,0.7340425531914894,0.73,0.73,0.73,0.63,0.73,0.73,0.73,0.7,0.73,0.73
Large Urban Centre,Clare,Ennis,0.78,0.8166666666666667,0.96,0.74,0.74,0.9,0.44,0.6555555555555556,1,0,0,0.7340425531914894,0.73,0.73,0.73,0.63,0.73,0.73,0.73,0.7,0.73,0.73
Small Town,Cork,Clonakilty,0.8,0.85,0.92,0.72,0.72,0.96,0.4,0.6666666666666666,0,1,0,0.7319148936170212,0.73,0.73,0.73,0.63,0.73,0.73,0.73,0.7,0.73,0.73
Village,Offaly,Geashill,0.78,0.8666666666666667,0.9,0.84,0.72,0.88,0.46,0.5666666666666667,0,0,1,0.7319148936170212,0.72,0.72,0.72,0.63,0.72,0.71,0.71,0.7,0.72,0.72
Small Town,Kerry,Listowel,0.8,0.8666666666666667,0.88,0.82,0.7,0.9,0.46,0.6555555555555556,0,1,0,0.7319148936170212,0.73,0.73,0.73,0.63,0.73,0.73,0.73,0.7,0.73,0.73
Village,Tipperary,Terryglass,0.82,0.8,0.92,0.72,0.7,0.88,0.38,0.7444444444444445,0,0,1,0.7319148936170212,0.73,0.72,0.73,0.63,0.71,0.71,0.71,0.7,0.72,0.72
Large Urban Centre,Cork,Ballincollig,0.76,0.85,0.96,0.66,0.78,0.92,0.42,0.6888888888888889,1,0,0,0.7319148936170212,0.73,0.73,0.73,0.63,0.73,0.73,0.73,0.7,0.73,0.73
Large Urban Centre,Kilkenny,Kilkenny,0.82,0.9333333333333333,0.96,0.76,0.64,0.94,0.42,0.6,1,0,0,0.7276595744680852,0.73,0.73,0.73,0.63,0.72,0.72,0.72,0.7,0.72,0.72
Large Town,Kerry,Killarney,0.78,0.8166666666666667,0.94,0.8,0.66,0.84,0.46,0.6777777777777778,0,0,0,0.7276595744680852,0.72,0.72,0.72,0.63,0.72,0.72,0.72,0.71,0.73,0.73
Village,Roscommon,Keadue,0.82,0.8333333333333334,0.94,0.76,0.62,0.9,0.42,0.7,0,0,1,0.7276595744680852,0.73,0.73,0.73,0.63,0.73,0.73,0.73,0.7,0.72,0.72
Village,Waterford,Stradbally,0.82,0.8333333333333334,0.9,0.78,0.64,0.9,0.36,0.6666666666666666,0,0,1,0.7276595744680852,0.72,0.71,0.72,0.63,0.73,0.72,0.72,0.7,0.72,0.72
Village,Carlow,Clonegal,0.72,0.8333333333333334,0.96,0.74,0.66,0.84,0.44,0.7333333333333333,0,0,1,0.7276595744680852,0.72,0.72,0.72,0.63,0.71,0.72,0.72,0.7,0.72,0.72
Small Town,Tipperary,Kilsheelan,0.8,0.8833333333333333,0.94,0.62,0.68,0.86,0.34,0.7444444444444445,0,1,0,0.7276595744680852,0.72,0.72,0.72,0.63,0.73,0.72,0.72,0.7,0.72,0.72
Village,Longford,Abbeyshrule,0.86,0.8666666666666667,0.9,0.76,0.62,0.84,0.38,0.7444444444444445,0,0,1,0.7276595744680852,0.73,0.73,0.73,0.63,0.73,0.72,0.72,0.7,0.73,0.73
Small Town,Laois,Abbeyleix,0.78,0.85,0.96,0.8,0.68,0.94,0.5,0.5555555555555556,0,1,0,0.7276595744680852,0.72,0.72,0.72,0.63,0.72,0.72,0.72,0.7,0.72,0.72
Small Town,Waterford,Lismore,0.8,0.8166666666666667,0.94,0.76,0.66,0.9,0.42,0.6888888888888889,0,1,0,0.725531914893617,0.73,0.72,0.73,0.63,0.73,0.73,0.73,0.7,0.72,0.72
Village,Roscommon,Castlecoote,0.82,0.8166666666666667,0.88,0.76,0.62,0.82,0.52,0.7444444444444445,0,0,1,0.725531914893617,0.73,0.73,0.73,0.63,0.73,0.72,0.72,0.7,0.72,0.72
Village,Tipperary,Emly,0.82,0.8666666666666667,0.88,0.76,0.66,0.84,0.34,0.7444444444444445,0,0,1,0.725531914893617,0.72,0.72,0.72,0.63,0.73,0.72,0.72,0.7,0.73,0.73
Village,Kilkenny,Inistioge,0.78,0.8166666666666667,0.98,0.82,0.62,0.88,0.44,0.6333333333333333,0,0,1,0.723404255319149,0.72,0.72,0.72,0.63,0.72,0.72,0.72,0.7,0.72,0.72
Village,Waterford,Ballymacarbry,0.82,0.6833333333333333,0.88,0.84,0.72,0.84,0.42,0.7111111111111111,0,0,1,0.723404255319149,0.72,0.71,0.72,0.62,0.71,0.71,0.71,0.7,0.72,0.72
Village,Cork,Rosscarbery,0.82,0.8,0.92,0.78,0.62,0.88,0.44,0.6777777777777778,0,0,1,0.723404255319149,0.72,0.72,0.72,0.63,0.71,0.72,0.72,0.7,0.72,0.72
Large Town,Meath,Trim,0.72,0.8166666666666667,0.94,0.84,0.66,0.94,0.44,0.6444444444444445,0,0,0,0.723404255319149,0.73,0.72,0.73,0.63,0.72,0.72,0.72,0.7,0.72,0.72
Village,Cork,Coolagown,0.82,0.7333333333333333,0.96,0.86,0.72,0.74,0.4,0.7222222222222222,0,0,1,0.7212765957446808,0.72,0.72,0.72,0.63,0.71,0.7,0.7,0.69,0.71,0.71
Village,Waterford,Ardmore,0.84,0.8166666666666667,0.86,0.78,0.66,0.86,0.42,0.6555555555555556,0,0,1,0.7212765957446808,0.71,0.71,0.71,0.62,0.72,0.71,0.71,0.7,0.72,0.72
Village,Galway,Milltown,0.72,0.7833333333333333,0.94,0.84,0.6,0.82,0.4,0.7111111111111111,0,0,1,0.7212765957446808,0.71,0.71,0.71,0.63,0.72,0.72,0.72,0.7,0.72,0.72
Village,Tipperary,Birdhill,0.82,0.8333333333333334,0.96,0.8,0.62,0.84,0.46,0.6666666666666666,0,0,1,0.7212765957446808,0.73,0.72,0.73,0.63,0.72,0.72,0.72,0.7,0.73,0.73
Small Town,Carlow,Leighlinbridge,0.82,0.8166666666666667,0.88,0.74,0.66,0.86,0.4,0.7111111111111111,0,1,0,0.7191489361702128,0.72,0.72,0.72,0.63,0.72,0.72,0.72,0.7,0.72,0.72
Large Town,Dublin,Skerries,0.72,0.8333333333333334,0.88,0.84,0.68,0.84,0.44,0.7,0,0,0,0.7191489361702128,0.72,0.72,0.72,0.63,0.72,0.72,0.72,0.7,0.72,0.72
Large Town,Cork,Cobh,0.8,0.8166666666666667,0.9,0.84,0.68,0.9,0.4,0.6111111111111112,0,0,0,0.7191489361702128,0.72,0.72,0.72,0.63,0.72,0.72,0.72,0.7,0.72,0.72
Large Urban Centre,Kildare,Maynooth,0.76,0.9,0.94,0.78,0.68,0.86,0.42,0.6222222222222222,1,0,0,0.7170212765957447,0.72,0.72,0.72,0.63,0.72,0.72,0.72,0.7,0.72,0.72
Large Urban Centre,Donegal,Letterkenny,0.76,0.8,1.0,0.82,0.76,0.86,0.38,0.5888888888888889,1,0,0,0.7170212765957447,0.72,0.72,0.72,0.63,0.71,0.71,0.71,0.7,0.71,0.71
Small Town,Sligo,Coolaney/Rockfield-Cúil,0.78,0.8166666666666667,0.9,0.72,0.66,0.82,0.46,0.7,0,1,0,0.7170212765957447,0.71,0.71,0.71,0.63,0.72,0.71,0.71,0.7,0.71,0.71
Village,Meath,Moynalty,0.8,0.8333333333333334,0.9,0.8,0.6,0.86,0.4,0.7222222222222222,0,0,1,0.7170212765957447,0.72,0.72,0.72,0.63,0.72,0.72,0.72,0.7,0.72,0.72
Village,Kilkenny,Tullahought,0.78,0.8,0.94,0.76,0.54,0.88,0.4,0.7333333333333333,0,0,1,0.7148936170212766,0.71,0.71,0.71,0.63,0.71,0.72,0.71,0.7,0.72,0.72
Village,Galway,Abbey,0.8,0.75,0.9,0.8,0.6,0.78,0.46,0.7111111111111111,0,0,1,0.7148936170212766,0.71,0.7,0.71,0.62,0.71,0.71,0.7,0.7,0.71,0.71
Small Town,Clare,Kilrush,0.68,0.8833333333333333,0.96,0.7,0.68,0.98,0.44,0.6111111111111112,0,1,0,0.7148936170212766,0.72,0.72,0.72,0.63,0.71,0.71,0.71,0.7,0.71,0.71
Large Town,Wicklow,Wicklow,0.7,0.7666666666666667,0.88,0.7,0.74,0.94,0.38,0.6666666666666666,0,0,0,0.7148936170212766,0.7,0.7,0.7,0.63,0.71,0.71,0.71,0.69,0.71,0.71
Small Town,Kerry,Kenmare,0.8,0.8166666666666667,0.8,0.7,0.68,0.9,0.44,0.7333333333333333,0,1,0,0.7148936170212766,0.72,0.71,0.72,0.63,0.71,0.71,0.71,0.69,0.71,0.71
Small Town,Leitrim,Carrick-On-Shannon,0.8,0.85,0.96,0.66,0.6,0.96,0.48,0.6111111111111112,0,1,0,0.7148936170212766,0.72,0.72,0.72,0.63,0.72,0.71,0.71,0.7,0.71,0.71
Large Town,Offaly,Tullamore,0.84,0.85,0.9,0.64,0.84,0.92,0.4,0.5444444444444444,0,0,0,0.7148936170212766,0.71,0.71,0.71,0.63,0.72,0.71,0.71,0.7,0.72,0.72
Small Town,Kildare,Straffan,0.8,0.7833333333333333,0.86,0.8,0.76,0.78,0.3,0.7555555555555555,0,1,0,0.7148936170212766,0.71,0.71,0.71,0.63,0.72,0.71,0.71,0.69,0.71,0.71
Village,Tipperary,Silvermines,0.72,0.6833333333333333,0.92,0.84,0.62,0.9,0.46,0.7222222222222222,0,0,1,0.7148936170212766,0.71,0.71,0.71,0.63,0.71,0.71,0.71,0.69,0.71,0.71
Large Town,Dublin,Dalkey,0.66,0.8166666666666667,0.9,0.84,0.7,0.96,0.44,0.6,0,0,0,0.7148936170212766,0.71,0.71,0.71,0.63,0.71,0.71,0.71,0.7,0.71,0.71
Large Town,Wicklow,Arklow,0.76,0.8,0.94,0.72,0.74,0.78,0.4,0.6333333333333333,0,0,0,0.7127659574468085,0.7,0.7,0.7,0.63,0.69,0.7,0.7,0.7,0.71,0.71
Village,Cork,Rathbarry,0.84,0.8333333333333334,0.92,0.68,0.6,0.8,0.32,0.7777777777777778,0,0,1,0.7127659574468085,0.71,0.71,0.71,0.62,0.69,0.7,0.7,0.7,0.7,0.7
Small Town,Limerick,Adare,0.8,0.8333333333333334,0.96,0.66,0.7,0.84,0.36,0.6888888888888889,0,1,0,0.7127659574468085,0.71,0.71,0.71,0.63,0.72,0.71,0.71,0.7,0.71,0.71
Large Urban Centre,Kildare,Naas,0.7,0.85,0.92,0.86,0.78,0.86,0.4,0.6,1,0,0,0.7127659574468085,0.72,0.72,0.72,0.63,0.71,0.71,0.71,0.7,0.71,0.71
Large Urban Centre,Tipperary,Clonmel,0.72,0.9,0.86,0.66,0.74,0.92,0.4,0.6777777777777778,1,0,0,0.7127659574468085,0.72,0.71,0.72,0.63,0.71,0.71,0.71,0.7,0.72,0.72
Village,Clare,Ballynacally,0.72,0.8333333333333334,0.88,0.62,0.64,0.9,0.36,0.7666666666666667,0,0,1,0.7106382978723405,0.71,0.7,0.71,0.62,0.71,0.7,0.7,0.69,0.71,0.71
Small Town,Wicklow,Aughrim,0.78,0.75,0.92,0.62,0.68,0.88,0.42,0.7444444444444445,0,1,0,0.7106382978723405,0.71,0.71,0.71,0.63,0.68,0.69,0.69,0.69,0.69,0.69
Village,Cork,Kilbrittain,0.78,0.8,0.94,0.68,0.7,0.86,0.32,0.6444444444444445,0,0,1,0.7106382978723405,0.69,0.69,0.69,0.62,0.71,0.71,0.71,0.69,0.7,0.7
Small Town,Cork,Bantry,0.84,0.7833333333333333,0.9,0.68,0.68,0.9,0.36,0.6666666666666666,0,1,0,0.7106382978723405,0.71,0.7,0.71,0.63,0.71,0.71,0.71,0.7,0.71,0.71
Village,Cork,Lislevane,0.74,0.8166666666666667,0.9,0.68,0.6,0.9,0.4,0.7333333333333333,0,0,1,0.7106382978723405,0.71,0.71,0.71,0.62,0.69,0.7,0.71,0.7,0.71,0.71
Small Town,Kildare,Kill,0.84,0.7833333333333333,0.96,0.66,0.66,0.82,0.38,0.7333333333333333,0,1,0,0.7106382978723405,0.71,0.71,0.71,0.63,0.71,0.71,0.71,0.7,0.71,0.71
Large Town,Cork,Youghal,0.8,0.7666666666666667,0.92,0.76,0.66,0.92,0.36,0.6444444444444445,0,0,0,0.7085106382978723,0.71,0.71,0.71,0.63,0.7,0.71,0.71,0.69,0.71,0.71
Large Town,Donegal,Buncrana,0.66,0.8166666666666667,0.94,0.88,0.64,0.94,0.34,0.6333333333333333,0,0,0,0.7085106382978723,0.71,0.71,0.71,0.63,0.72,0.7,0.71,0.7,0.7,0.7
Small Town,Cork,Kinsale,0.78,0.7833333333333333,0.96,0.66,0.74,0.96,0.3,0.6888888888888889,0,1,0,0.7085106382978723,0.71,0.71,0.71,0.63,0.71,0.71,0.71,0.69,0.71,0.71
Village,Cork,Ballydehob,0.76,0.8,0.92,0.78,0.64,0.84,0.36,0.6888888888888889,0,0,1,0.7085106382978723,0.7,0.7,0.7,0.62,0.71,0.71,0.71,0.7,0.71,0.71
Village,Kerry,Sneem,0.8,0.8,0.82,0.76,0.6,0.86,0.48,0.7111111111111111,0,0,1,0.7063829787234043,0.71,0.71,0.71,0.62,0.71,0.7,0.7,0.69,0.71,0.71
Village,Wexford,Blackwater,0.76,0.8,0.92,0.64,0.66,0.88,0.26,0.7222222222222222,0,0,1,0.7063829787234043,0.69,0.69,0.69,0.62,0.71,0.7,0.7,0.69,0.7,0.7
Village,Clare,Ballyvaughan,0.6,0.8,0.88,0.7,0.64,1.0,0.32,0.7555555555555555,0,0,1,0.7063829787234043,0.7,0.7,0.7,0.62,0.7,0.7,0.7,0.68,0.7,0.7
Village,Mayo,Mulranny,0.76,0.7666666666666667,0.88,0.92,0.6,0.82,0.36,0.6888888888888889,0,0,1,0.7063829787234043,0.7,0.7,0.7,0.63,0.71,0.71,0.7,0.69,0.71,0.71
Village,Cork,Eyeries,0.76,0.8,0.9,0.72,0.7,0.86,0.42,0.6777777777777778,0,0,1,0.7063829787234043,0.71,0.71,0.71,0.62,0.71,0.71,0.71,0.7,0.71,0.71
Village,Donegal,Glenties,0.74,0.7666666666666667,0.92,0.64,0.8,0.84,0.38,0.6888888888888889,0,0,1,0.7063829787234043,0.7,0.7,0.7,0.62,0.71,0.7,0.7,0.7,0.71,0.71
Village,Westmeath,Ballinahown,0.78,0.8166666666666667,0.9,0.66,0.66,0.84,0.38,0.7444444444444445,0,0,1,0.7063829787234043,0.71,0.71,0.71,0.62,0.73,0.71,0.71,0.7,0.71,0.71
Small Town,Offaly,Birr,0.66,0.8166666666666667,0.92,0.74,0.7,0.98,0.34,0.5222222222222223,0,1,0,0.7063829787234043,0.68,0.68,0.68,0.63,0.71,0.7,0.7,0.69,0.7,0.7
Large Town,Roscommon,Roscommon,0.66,0.7833333333333333,0.92,0.78,0.62,0.92,0.52,0.6444444444444445,0,0,0,0.7063829787234043,0.71,0.71,0.71,0.63,0.7,0.7,0.7,0.69,0.7,0.7
Large Town,Louth,Ardee,0.74,0.9166666666666666,0.84,0.8,0.74,0.84,0.38,0.5777777777777777,0,0,0,0.7063829787234043,0.7,0.7,0.7,0.63,0.7,0.69,0.69,0.68,0.7,0.7
Village,Leitrim,Dromod,0.78,0.75,0.94,0.64,0.64,0.9,0.42,0.7444444444444445,0,0,1,0.7063829787234043,0.71,0.71,0.71,0.62,0.68,0.7,0.7,0.7,0.7,0.7
Village,Longford,Newtowncashel,0.86,0.8,0.92,0.7,0.64,0.84,0.34,0.6888888888888889,0,0,1,0.7063829787234043,0.7,0.7,0.7,0.62,0.71,0.71,0.71,0.7,0.71,0.71
Village,Limerick,Galbally,0.78,0.8166666666666667,0.84,0.78,0.58,0.84,0.44,0.6888888888888889,0,0,1,0.7063829787234043,0.7,0.7,0.7,0.62,0.71,0.7,0.7,0.69,0.71,0.71
Village,Kerry,Portmagee,0.66,0.8166666666666667,0.88,0.68,0.66,0.86,0.44,0.7333333333333333,0,0,1,0.7042553191489361,0.7,0.7,0.7,0.62,0.7,0.7,0.7,0.7,0.7,0.7
Village,Cork,Timoleague,0.66,0.7666666666666667,0.88,0.84,0.62,0.88,0.38,0.7333333333333333,0,0,1,0.7042553191489361,0.7,0.7,0.7,0.62,0.72,0.7,0.7,0.69,0.7,0.7
Village,Donegal,Carrigart,0.8,0.8,0.98,0.8,0.54,0.8,0.42,0.6666666666666666,0,0,1,0.7042553191489361,0.71,0.71,0.71,0.63,0.68,0.71,0.71,0.7,0.71,0.71
Village,Offaly,Clonbullogue,0.84,0.8333333333333334,0.84,0.78,0.72,0.88,0.4,0.5888888888888889,0,0,1,0.7042553191489361,0.71,0.7,0.71,0.62,0.7,0.7,0.7,0.68,0.71,0.71
Village,Louth,Knockbridge,0.72,0.8666666666666667,0.82,0.82,0.64,0.96,0.4,0.6111111111111112,0,0,1,0.7042553191489361,0.71,0.71,0.71,0.63,0.7,0.7,0.7,0.68,0.7,0.7
Small Town,Cork,Skibbereen,0.76,0.7833333333333333,0.86,0.74,0.64,0.88,0.42,0.6666666666666666,0,1,0,0.7042553191489361,0.7,0.7,0.7,0.63,0.71,0.7,0.7,0.7,0.71,0.71
Village,Clare,Mountshannon,0.8,0.8833333333333333,0.94,0.72,0.64,0.9,0.34,0.6555555555555556,0,0,1,0.7042553191489361,0.71,0.71,0.71,0.63,0.73,0.71,0.71,0.7,0.71,0.71
Village,Kerry,Knightstown,0.78,0.7833333333333333,0.86,0.66,0.66,0.88,0.42,0.7222222222222222,0,0,1,0.7042553191489361,0.71,0.7,0.71,0.62,0.71,0.7,0.7,0.7,0.71,0.71
Village,Cork,Castletownroche,0.8,0.7666666666666667,0.92,0.76,0.68,0.88,0.38,0.6666666666666666,0,0,1,0.7042553191489361,0.71,0.71,0.71,0.62,0.71,0.71,0.71,0.7,0.71,0.71
Village,Roscommon,Ballintubber,0.8,0.6833333333333333,0.92,0.78,0.58,0.86,0.46,0.7333333333333333,0,0,1,0.7042553191489361,0.71,0.71,0.71,0.62,0.68,0.7,0.7,0.69,0.7,0.7
Village,Roscommon,Cloontuskert,0.8,0.7166666666666667,0.88,0.64,0.66,0.84,0.44,0.7666666666666667,0,0,1,0.7042553191489361,0.7,0.7,0.7,0.62,0.68,0.69,0.69,0.69,0.7,0.7
Village,Limerick,Ardpatrick,0.74,0.7166666666666667,0.94,0.74,0.66,0.88,0.44,0.7,0,0,1,0.7042553191489361,0.71,0.71,0.71,0.62,0.68,0.69,0.69,0.7,0.7,0.7
Large Town,Mayo,Castlebar,0.72,0.8166666666666667,0.92,0.78,0.7,0.86,0.44,0.6,0,0,0,0.7042553191489361,0.7,0.7,0.7,0.63,0.7,0.7,0.7,0.7,0.71,0.71
Small Town,Dublin,Cabinteely,0.74,0.7166666666666667,0.82,0.68,0.76,0.82,0.52,0.6888888888888889,0,1,0,0.7042553191489361,0.7,0.69,0.7,0.63,0.7,0.69,0.69,0.67,0.7,0.7
Large Urban Centre,Kerry,Tralee,0.66,0.8,0.92,0.82,0.7,0.86,0.44,0.6111111111111112,1,0,0,0.7042553191489361,0.7,0.7,0.7,0.63,0.7,0.7,0.7,0.7,0.71,0.71
Small Town,Wexford,Rosslare,0.72,0.9,0.92,0.7,0.7,0.76,0.3,0.7,0,1,0,0.7042553191489361,0.7,0.7,0.7,0.63,0.7,0.7,0.7,0.69,0.7,0.7
Large Urban Centre,Louth,Drogheda,0.72,0.8833333333333333,0.86,0.78,0.68,0.88,0.38,0.6111111111111112,1,0,0,0.7021276595744681,0.7,0.7,0.7,0.63,0.7,0.7,0.7,0.68,0.7,0.7
Small Town,Cork,Macroom,0.76,0.8,0.9,0.8,0.68,0.84,0.38,0.6555555555555556,0,1,0,0.7021276595744681,0.7,0.7,0.7,0.63,0.7,0.7,0.7,0.7,0.71,0.71
Small Town,Kildare,Ballymore Eustace,0.68,0.8666666666666667,0.86,0.86,0.7,0.82,0.38,0.6333333333333333,0,1,0,0.7021276595744681,0.7,0.7,0.7,0.63,0.71,0.7,0.7,0.69,0.7,0.7
Village,Donegal,Malin,0.82,0.7833333333333333,0.9,0.7,0.64,0.88,0.28,0.7333333333333333,0,0,1,0.7021276595744681,0.7,0.7,0.7,0.62,0.71,0.7,0.7,0.69,0.71,0.71
Village,Sligo,Riverstown,0.66,0.8,0.88,0.7,0.72,0.9,0.42,0.6555555555555556,0,0,1,0.7021276595744681,0.7,0.7,0.7,0.62,0.68,0.7,0.7,0.7,0.7,0.7
Village,Cork,Innishannon,0.76,0.7666666666666667,0.94,0.68,0.66,0.94,0.36,0.6888888888888889,0,0,1,0.7021276595744681,0.71,0.71,0.71,0.62,0.71,0.7,0.7,0.7,0.7,0.7
Village,Carlow,Ballon,0.7,0.7833333333333333,0.88,0.68,0.66,0.78,0.44,0.7,0,0,1,0.7,0.69,0.69,0.69,0.62,0.7,0.69,0.7,0.69,0.7,0.7
Village,Clare,Tuamgraney,0.72,0.75,0.92,0.7,0.56,0.92,0.36,0.7444444444444445,0,0,1,0.7,0.7,0.7,0.7,0.62,0.68,0.69,0.69,0.69,0.69,0.69
Village,Galway,Monivea,0.68,0.7666666666666667,0.92,0.78,0.64,0.76,0.44,0.7222222222222222,0,0,1,0.7,0.7,0.7,0.7,0.62,0.7,0.7,0.7,0.69,0.7,0.7
Village,Laois,Castletown,0.8,0.85,0.98,0.64,0.66,0.82,0.36,0.6555555555555556,0,0,1,0.7,0.7,0.7,0.7,0.62,0.72,0.7,0.71,0.7,0.7,0.7
Large Town,Waterford,Dungarvan,0.88,0.7666666666666667,0.92,0.66,0.6,0.9,0.34,0.6888888888888889,0,0,0,0.7,0.7,0.7,0.7,0.63,0.7,0.7,0.7,0.69,0.7,0.7
Small Town,Mayo,Belmullet/Beal An Mhuirthead,0.78,0.8166666666666667,0.92,0.7,0.66,0.86,0.38,0.6555555555555556,0,1,0,0.6978723404255319,0.7,0.7,0.7,0.63,0.72,0.7,0.7,0.7,0.71,0.71
Large Town,Monaghan,Monaghan,0.78,0.8,0.8,0.78,0.7,0.96,0.42,0.5888888888888889,0,0,0,0.6978723404255319,0.7,0.7,0.7,0.63,0.7,0.7,0.7,0.67,0.7,0.7
Small Town,Cork,Millstreet,0.7,0.7666666666666667,0.9,0.68,0.68,0.86,0.34,0.7444444444444445,0,1,0,0.6957446808510638,0.7,0.7,0.7,0.63,0.7,0.7,0.69,0.69,0.7,0.7
Village,Carlow,Clonmore,0.72,0.7833333333333333,0.86,0.6,0.6,0.92,0.4,0.7444444444444445,0,0,1,0.6957446808510638,0.69,0.69,0.69,0.62,0.68,0.69,0.69,0.68,0.69,0.69
Village,Westmeath,Tyrrellspass,0.74,0.7333333333333333,0.9,0.74,0.74,0.94,0.32,0.6111111111111112,0,0,1,0.6957446808510638,0.69,0.69,0.69,0.62,0.62,0.68,0.67,0.66,0.69,0.69
Village,Wicklow,Grangecon,0.76,0.7833333333333333,0.88,0.62,0.6,0.86,0.26,0.7222222222222222,0,0,1,0.6957446808510638,0.68,0.68,0.68,0.62,0.7,0.69,0.69,0.67,0.68,0.68
Village,Cork,Kilworth,0.9,0.7166666666666667,0.9,0.64,0.68,0.84,0.34,0.7111111111111111,0,0,1,0.6957446808510638,0.7,0.7,0.7,0.62,0.69,0.69,0.69,0.69,0.69,0.69
Large Town,Cavan,Cavan,0.74,0.7333333333333333,0.96,0.64,0.68,0.88,0.4,0.7,0,0,0,0.6957446808510638,0.7,0.7,0.7,0.63,0.68,0.69,0.69,0.69,0.69,0.69
Large Urban Centre,Dublin,Malahide,0.76,0.9166666666666666,0.84,0.7,0.8,0.88,0.3,0.5666666666666667,1,0,0,0.6957446808510638,0.7,0.69,0.7,0.63,0.7,0.69,0.69,0.67,0.69,0.69
Large Urban Centre,Louth,Dundalk,0.76,0.9,0.86,0.68,0.66,0.9,0.42,0.5777777777777777,1,0,0,0.6957446808510638,0.7,0.7,0.7,0.63,0.72,0.7,0.7,0.69,0.7,0.7
Village,Tipperary,Dundrum,0.88,0.75,0.86,0.7,0.82,0.76,0.24,0.6333333333333333,0,0,1,0.6957446808510638,0.68,0.68,0.68,0.62,0.7,0.68,0.68,0.66,0.69,0.69
Small Town,Louth,Carlingford,0.78,0.8333333333333334,0.84,0.64,0.68,0.86,0.38,0.6333333333333333,0,1,0,0.6936170212765957,0.69,0.69,0.69,0.63,0.69,0.69,0.69,0.68,0.69,0.69
Village,Laois,Ballacolla,0.76,0.8,0.94,0.74,0.62,0.8,0.34,0.7,0,0,1,0.6936170212765957,0.7,0.7,0.7,0.62,0.69,0.69,0.7,0.7,0.7,0.7
Village,Cork,Kildorrery,0.76,0.75,0.9,0.66,0.64,0.82,0.38,0.7333333333333333,0,0,1,0.6936170212765957,0.69,0.69,0.69,0.62,0.68,0.69,0.69,0.69,0.69,0.69
Village,Cork,Kiskeam,0.72,0.7333333333333333,0.92,0.64,0.66,0.92,0.32,0.7777777777777778,0,0,1,0.6936170212765957,0.7,0.7,0.7,0.62,0.68,0.69,0.69,0.67,0.69,0.69
Large Town,Dublin,Shankill,0.84,0.7333333333333333,0.9,0.74,0.72,0.76,0.34,0.6444444444444445,0,0,0,0.6936170212765957,0.69,0.69,0.69,0.63,0.69,0.69,0.69,0.68,0.69,0.69
Small Town,Roscommon,Tarmonbarry,0.84,0.7333333333333333,0.9,0.74,0.66,0.86,0.36,0.6444444444444445,0,1,0,0.6936170212765957,0.69,0.69,0.69,0.63,0.69,0.69,0.69,0.69,0.7,0.7
Small Town,Tipperary,Cahir,0.78,0.8666666666666667,0.82,0.72,0.7,0.88,0.44,0.5777777777777777,0,1,0,0.6936170212765957,0.7,0.7,0.7,0.63,0.69,0.69,0.7,0.68,0.7,0.7
Small Town,Limerick,Castleconnell,0.76,0.7166666666666667,0.86,0.64,0.74,0.84,0.42,0.7111111111111111,0,1,0,0.6936170212765957,0.69,0.69,0.69,0.63,0.66,0.69,0.69,0.69,0.7,0.7
Large Urban Centre,Kildare,Leixlip,0.76,0.9,0.8,0.74,0.74,0.78,0.44,0.6,1,0,0,0.6936170212765957,0.7,0.69,0.7,0.63,0.69,0.69,0.69,0.67,0.7,0.7
Small Town,Donegal,Raphoe,0.74,0.85,0.84,0.76,0.6,0.84,0.32,0.6888888888888889,0,1,0,0.6936170212765957,0.69,0.69,0.69,0.63,0.69,0.69,0.69,0.68,0.69,0.69
Small Town,Kildare,Rathangan,0.64,0.9166666666666666,0.86,0.84,0.54,0.8,0.44,0.6444444444444445,0,1,0,0.6936170212765957,0.69,0.69,0.69,0.63,0.66,0.69,0.69,0.69,0.69,0.69
Small Town,Meath,Athboy,0.72,0.7833333333333333,0.86,0.7,0.64,0.9,0.42,0.6444444444444445,0,1,0,0.6936170212765957,0.69,0.69,0.69,0.63,0.69,0.69,0.69,0.68,0.7,0.7
Small Town,Donegal,Moville,0.72,0.7166666666666667,0.84,0.7,0.74,0.92,0.38,0.6333333333333333,0,1,0,0.6914893617021277,0.68,0.68,0.68,0.63,0.69,0.68,0.68,0.66,0.69,0.69
